"rdf:about","dcterms:issued","dcterms:modified","rdfs:label","rdfs:comment","dcterms:description","skos:prefLabel","rdfs:isDefinedBy","rdf:type","rdfs:subPropertyOf","dwcattributes:status","dwcattributes:abcdEquivalence","dwcattributes:organizedInClass","dwcattributes:decision","dcterms:replaces","dcterms:replaces1","dcterms:replaces2"
"http://rs.tdwg.org/dwc/curatorial/CatalogNumberNumeric-2007-04-17","2007-04-17","2007-04-17","CatalogNumberNumeric","The CatalogNumber as a numeric value, if applicable. This element allows searching on numeric ranges of CatalogNumbers. Example: 145732.",,"Catalog Number Numeric","http://rs.tdwg.org/dwc/curatorial/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/UnitIDNumeric",,,"http://digir.net/schema/conceptual/darwin/2003/1.0/CatalogNumberNumeric-2003-06-17",,
"http://rs.tdwg.org/dwc/terms/CatalogNumberNumeric-2008-11-19","2008-11-19","2008-11-19","CatalogNumberNumeric","The numeric value of the catalogNumber, used to facilitate numerical sorting and searching by ranges.",,"Catalog Number Numeric","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"deprecated","DataSets/DataSet/Units/Unit/UnitIDNumeric","http://rs.tdwg.org/dwc/terms/Occurrence",,"http://digir.net/schema/conceptual/darwin/2003/1.0/CatalogNumberNumeric-2003-06-17",,
"http://digir.net/schema/conceptual/darwin/2003/1.0/CatalogNumberText-2003-06-17","2003-06-17","2003-06-17","CatalogNumberText","An alphanumeric value which identifies an individual cataloged item within the collection. It is recommended that this value provides a key by which the individual cataloged item can be identified.",,"Catalog Number Text","http://digir.net/schema/conceptual/darwin/2003/1.0/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/UnitID",,,"http://digir.net/schema/conceptual/darwin/2003/1.0/CatalogNumber-2003-06-13",,
"http://www.iobis.org/obis/Citation-2005-07-10","2005-07-10","2005-07-10","Citation","Indicates how this dataset or record should be attributed if used.",,"Citation","http://www.iobis.org/obis/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/IPRStatements/Citations/Citation/Text",,,,,
"http://digir.net/schema/conceptual/darwin/2003/1.0/Class-2003-06-13","2003-06-13","2003-06-13","Class","The class name of the organism",,"Class","http://digir.net/schema/conceptual/darwin/2003/1.0/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = classis",,,,,
"http://digir.net/schema/conceptual/darwin/2003/1.0/Class-2003-06-17","2003-06-17","2003-06-17","Class","The phylogenetic class to which the cataloged item belongs.",,"Class","http://digir.net/schema/conceptual/darwin/2003/1.0/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = classis",,,"http://digir.net/schema/conceptual/darwin/2003/1.0/Class-2003-06-13",,
"http://rs.tdwg.org/dwc/dwcore/Class-2007-04-17","2007-04-17","2007-04-17","Class","The name of the class in which the organism is classified.",,"Class","http://rs.tdwg.org/dwc/dwcore/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = classis",,,"http://digir.net/schema/conceptual/darwin/2003/1.0/Class-2003-06-17",,
"http://rs.tdwg.org/dwc/terms/class-2009-04-24","2008-11-19","2009-04-24","class","The name of the class in which the scientificName is classified.","Example: ""Mammalia""","Class","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = classis","http://rs.tdwg.org/dwc/terms/Taxon",,"http://rs.tdwg.org/dwc/dwcore/Class-2007-04-17",,
"http://rs.tdwg.org/dwc/terms/class-2009-08-24","2008-11-19","2009-08-24","class","The full scientific name of the class in which the taxon is classified.","Examples: ""Mammalia"", ""Hepaticopsida""","Class","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"recommended","DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = classis","http://rs.tdwg.org/dwc/terms/Taxon",,"http://rs.tdwg.org/dwc/terms/class-2009-04-24",,
"http://rs.tdwg.org/dwc/dwcore/CollectingMethod-2007-04-17","2007-04-17","2007-04-17","CollectingMethod","The name of, reference to, or brief description of the method or protocol under which the collecting event occurred. Examples: ""UV light trap"", ""mist net"", ""bottom trawl"".",,"Collection Method","http://rs.tdwg.org/dwc/dwcore/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Gathering/Method",,,,,
"http://digir.net/schema/conceptual/darwin/2003/1.0/CollectionCode-2003-06-13","2003-06-13","2003-06-13","CollectionCode","A unique alphanumeric value which identifies the collection within the institution",,"Collection Code","http://digir.net/schema/conceptual/darwin/2003/1.0/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/SourceID",,,,,
"http://digir.net/schema/conceptual/darwin/2003/1.0/CollectionCode-2003-06-17","2003-06-17","2003-06-17","CollectionCode","A unique alphanumeric value that identifies the collection within the institution in which the item is cataloged. This attribute must contain no spaces.",,"Collection Code","http://digir.net/schema/conceptual/darwin/2003/1.0/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/SourceID",,,"http://digir.net/schema/conceptual/darwin/2003/1.0/CollectionCode-2003-06-13",,
"http://rs.tdwg.org/dwc/dwcore/CollectionCode-2007-04-17","2007-04-17","2007-04-17","CollectionCode","The code (or acronym) identifying the collection within the institution in which the organism record is cataloged.",,"Collection Code","http://rs.tdwg.org/dwc/dwcore/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/SourceID",,,"http://digir.net/schema/conceptual/darwin/2003/1.0/CollectionCode-2003-06-17",,
"http://rs.tdwg.org/dwc/terms/collectionCode-2009-04-24","2008-11-19","2009-08-24","collectionCode","The name (or acronym) identifying the collection or data set from which the record was derived.","Examples: ""Mammals"", ""Hildebrandt"", ""eBird""","Collection Code","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/SourceID","http://rs.tdwg.org/dwc/terms/all",,"http://rs.tdwg.org/dwc/dwcore/CollectionCode-2007-04-17",,
"http://rs.tdwg.org/dwc/terms/collectionCode-2009-08-24","2008-11-19","2009-08-24","collectionCode","The name, acronym, coden, or initialism identifying the collection or data set from which the record was derived.","Examples: ""Mammals"", ""Hildebrandt"", ""eBird""","Collection Code","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/SourceID","http://rs.tdwg.org/dwc/terms/all",,"http://rs.tdwg.org/dwc/terms/collectionCode-2009-04-24",,
"http://rs.tdwg.org/dwc/terms/collectionCode-2009-09-11","2008-11-19","2013-10-04","collectionCode","The name, acronym, coden, or initialism identifying the collection or data set from which the record was derived.","Examples: ""Mammals"", ""Hildebrandt"", ""eBird""","Collection Code","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"recommended","DataSets/DataSet/Units/Unit/SourceID","http://rs.tdwg.org/dwc/terms/all",,"http://rs.tdwg.org/dwc/terms/collectionCode-2009-08-24",,
"http://rs.tdwg.org/dwc/terms/collectionID-2009-04-24","2008-11-19","2009-08-24","collectionID","An identifier for the collection or dataset from which the record was derived. For physical specimens, the recommended best practice is to use the identifier in a collections registry such as the Biodiversity Collections Index (http://www.biodiversitycollectionsindex.org/).","Example: ""urn:lsid:biocol.org:col:34818""","Collection ID","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","http://purl.org/dc/terms/identifier","superseded","DataSets/DataSet/Units/Unit/SourceID","http://rs.tdwg.org/dwc/terms/all",,,,
"http://rs.tdwg.org/dwc/terms/collectionID-2009-09-11","2008-11-19","2014-10-23","collectionID","An identifier for the collection or dataset from which the record was derived.","For physical specimens, the recommended best practice is to use an identifier from a collections registry such as the Global Registry of Biodiversity Repositories (http://grbio.org/). Examples: ""http://biocol.org/urn:lsid:biocol.org:col:1001"", ""http://grbio.org/cool/p5fp-c036"".","Collection ID","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"recommended","DataSets/DataSet/Units/Unit/SourceID","http://rs.tdwg.org/dwc/terms/all",,"http://rs.tdwg.org/dwc/terms/collectionID-2009-04-24",,
"http://digir.net/schema/conceptual/darwin/2003/1.0/Collector-2003-06-13","2003-06-13","2003-06-13","Collector","The name(s) of the collector(s) responsible for collection the specimen or taking the observation",,"Collector","http://digir.net/schema/conceptual/darwin/2003/1.0/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Gathering/GatheringAgents/GatheringAgentsText",,,,,
"http://digir.net/schema/conceptual/darwin/2003/1.0/Collector-2003-06-17","2003-06-17","2003-06-17","Collector","The name(s) of the collector(s) of the original data for the cataloged item.",,"Collector","http://digir.net/schema/conceptual/darwin/2003/1.0/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Gathering/GatheringAgents/GatheringAgentsText",,,"http://digir.net/schema/conceptual/darwin/2003/1.0/Collector-2003-06-13",,
"http://rs.tdwg.org/dwc/dwcore/Collector-2007-04-17","2007-04-17","2007-04-17","Collector","The name(s) (concatenated and separated) of collectors or observers. ""LIKE"" or ""contains"" substring query operations are meant to be used with this element to find matching collector names. The primary collector or observer, especially one whose CollectorNumber is also provided, should be listed first. Example: ""Oliver P. Pearson, Anita K. Pearson"" where the value in CollectorNumber ""OPP 7101"" corresponds to the number for the specimen in the field catalog (collector number) of Oliver P. Pearson.",,"Collector","http://rs.tdwg.org/dwc/dwcore/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Gathering/GatheringAgents/GatheringAgentsText",,,"http://digir.net/schema/conceptual/darwin/2003/1.0/Collector-2003-06-17",,
"http://digir.net/schema/conceptual/darwin/2003/1.0/CollectorNumber-2003-06-13","2003-06-13","2003-06-13","CollectorNumber","An identifying ""number"" (really a string) applied to specimens (in some disciplines) at the time of collection. Establishes a links different parts/preparations of a single specimen and between field notes and the specimen.",,"Collector Number","http://digir.net/schema/conceptual/darwin/2003/1.0/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/CollectorsFieldNumber",,,,,
"http://digir.net/schema/conceptual/darwin/2003/1.0/CollectorNumber-2003-06-17","2003-06-17","2003-06-17","CollectorNumber","An identifying string applied to the cataloged item at the time of collection. Serves as a link between field notes and the cataloged items.",,"Collector Number","http://digir.net/schema/conceptual/darwin/2003/1.0/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/CollectorsFieldNumber",,,"http://digir.net/schema/conceptual/darwin/2003/1.0/CollectorNumber-2003-06-13",,
"http://rs.tdwg.org/dwc/curatorial/CollectorNumber-2007-04-17","2007-04-17","2007-04-17","CollectorNumber","An identifying string applied to the object or observation at the time of collection. Serves as a link between field notes and the object or observation.",,"Collector Number","http://rs.tdwg.org/dwc/curatorial/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Gathering/GatheringAgents/GatheringAgentsText",,,"http://digir.net/schema/conceptual/darwin/2003/1.0/CollectorNumber-2003-06-17",,
"http://rs.tdwg.org/dwc/dwcore/Continent-2007-04-17","2007-04-17","2007-04-17","Continent","The full, unabbreviated name of the continent on which the organism was collected or observed.",,"Continent","http://rs.tdwg.org/dwc/dwcore/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Gathering/NamedAreas/NamedArea/AreaName with NamedAreas/NamedArea/AreaClass= Continent",,,"http://digir.net/schema/conceptual/darwin/2003/1.0/ContinentOcean-2003-06-17",,
"http://rs.tdwg.org/dwc/terms/continent-2009-04-24","2008-11-19","2013-10-04","continent","The name of the continent in which the Location occurs. Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names.","Examples: ""Africa"", ""Antarctica"", ""Asia"", ""Europe"", ""North America"", ""Oceania"", ""South America""","Continent","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"recommended","DataSets/DataSet/Units/Unit/Gathering/NamedAreas/NamedArea/AreaName with NamedAreas/NamedArea/AreaClass= Continent","http://purl.org/dc/terms/Location",,"http://rs.tdwg.org/dwc/dwcore/Continent-2007-04-17",,
"http://digir.net/schema/conceptual/darwin/2003/1.0/ContinentOcean-2003-06-13","2003-06-13","2003-06-13","ContinentOcean","The continent or ocean from which a specimen was collected.",,"Continent Ocean","http://digir.net/schema/conceptual/darwin/2003/1.0/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Gathering/NamedAreas/NamedArea/AreaName with NamedAreas/NamedArea/AreaClass= Continent",,,,,
"http://digir.net/schema/conceptual/darwin/2003/1.0/ContinentOcean-2003-06-17","2003-06-17","2003-06-17","ContinentOcean","The full, unabbreviated name of the continent or ocean from which the cataloged item was collected.",,"Continent Ocean","http://digir.net/schema/conceptual/darwin/2003/1.0/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Gathering/NamedAreas/NamedArea/AreaName with NamedAreas/NamedArea/AreaClass= Continent",,,"http://digir.net/schema/conceptual/darwin/2003/1.0/ContinentOcean-2003-06-13",,
"http://digir.net/schema/conceptual/darwin/2003/1.0/CoordinatePrecision-2003-06-13","2003-06-13","2003-06-13","CoordinatePrecision","An estimate of how tightly the collecting locality was specified; expressed as a distance, in meters, that corresponds to a radius around the latitude-longitude coordinates. Use NULL where precision is unknown, cannot be estimated, or is not applicable.",,"Coordinate Precision","http://digir.net/schema/conceptual/darwin/2003/1.0/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLong/ISOAccuracy or DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLong/AccuracyStatement",,,,,
"http://rs.tdwg.org/dwc/terms/coordinatePrecision-2009-04-24","2008-11-19","2009-04-24","coordinatePrecision","A decimal representation of the precision of the coordinates given in the decimalLatitude and decimalLongitude.","Examples: ""0.00001"" (normal GPS limit for decimal degrees), ""0.000278"" (nearest second), ""0.01667"" (nearest minute), ""1.0"" (nearest degree)","Coordinate Precision","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"recommended","DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLong/ISOAccuracy or DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLong/AccuracyStatement","http://purl.org/dc/terms/Location",,"http://digir.net/schema/conceptual/darwin/2003/1.0/CoordinatePrecision-2003-06-13",,
